prmca_pco_ofici	prmca_pco_moned	prmca_pco_produc	prmca_pnu_contr	prmca_pmo_maxim	prmca_pmo_utiliz	prmca_pmo_reserv	prmca_psa_discon	prmca_psa_conta	saldo_actual_giros	monto_mitigador
620	1	0	2402980	19500000.00	17728329.50	0.00	1771670.50	1771670.50	17728329.50	10181686.65	
210	1	3	2402981	7700000.00	0.00	0.00	0.00	0.00	0.00	1225840.96	
210	1	0	2402982	9000000.00	7750538.13	0.00	1249461.87	1249461.87	7750538.13	9164185.38	
297	1	0	2402984	18000000.00	0.00	0.00	18000000.00	18000000.00	0.00	18000000.00	
210	1	3	2402988	4350000.00	0.00	0.00	4350000.00	4350000.00	0.00	426560.77	
265	1	0	2402990	15000000.00	10590258.29	0.00	4409741.71	4409741.71	10590258.29	0.00	
919	1	0	2402992	45000000.00	0.00	0.00	0.00	0.00	0.00	56484081.88	
345	1	0	2402997	35000000.00	25375000.00	0.00	9625000.00	9625000.00	21000000.00	0.00	
275	1	0	2403000	5180000000.00	5180000000.00	0.00	0.00	0.00	4844033486.24	0.00	
953	1	0	2403002	26000000.00	0.00	0.00	26000000.00	26000000.00	0.00	2908428.02	
205	1	0	2403003	31500000.00	0.00	0.00	31500000.00	31500000.00	0.00	31500000.00	
210	1	3	2403007	7763760.00	0.00	0.00	7763760.00	7763760.00	0.00	2782310.30	
210	1	3	2403008	4600000.00	0.00	0.00	4600000.00	4600000.00	0.00	1127110.09	
210	1	3	2403009	3750000.00	0.00	0.00	3750000.00	3750000.00	0.00	894222.15	
210	1	3	2403010	3750000.00	0.00	0.00	3750000.00	3750000.00	0.00	894222.15	
210	1	3	2403011	6300000.00	0.00	0.00	6300000.00	6300000.00	0.00	2082945.31	
210	1	3	2403012	6400000.00	0.00	0.00	6400000.00	6400000.00	0.00	1743140.00	
210	1	3	2403013	7600000.00	0.00	0.00	7600000.00	7600000.00	0.00	2522769.61	
210	1	3	2403014	6800000.00	0.00	0.00	6800000.00	6800000.00	0.00	2842866.52	
210	1	3	2403015	6100000.00	0.00	0.00	6100000.00	6100000.00	0.00	1010033.27	
210	1	3	2403017	7200000.00	0.00	0.00	7200000.00	7200000.00	0.00	2589190.85	
205	1	0	2403018	47650000.00	0.00	0.00	0.00	0.00	0.00	24069591.33	
250	1	0	2403026	70000000.00	8926604.35	0.00	61073395.65	61073395.65	6422423.50	166125179.34	
953	1	0	2403029	105000000.00	48476626.70	0.00	56523373.30	56523373.30	48476626.70	159458122.58	
205	1	0	2403034	36000000.00	8095228.06	0.00	27904771.94	27904771.94	8095228.06	36000000.00	
205	2	3	2403035							28169050.22	
943	1	3	2403037	600000000.00	335208275.48	0.00	264791724.52	264791724.52	335208275.48	570245370.34	
943	2	3	2403038							330200000.01	
210	1	3	2403039	6400000.00	0.00	0.00	6400000.00	6400000.00	0.00	2892872.03	
210	1	3	2403040	9500000.00	0.00	0.00	9500000.00	9500000.00	0.00	2782673.56	
210	1	3	2403041	6000000.00	0.00	0.00	6000000.00	6000000.00	0.00	1763029.79	
210	1	3	2403042	6000000.00	0.00	0.00	6000000.00	6000000.00	0.00	1328107.12	
210	1	3	2403043	8000000.00	0.00	0.00	8000000.00	8000000.00	0.00	2007213.69	
210	1	3	2403046	4950000.00	0.00	0.00	4950000.00	4950000.00	0.00	2236356.45	
210	1	3	2403048	6360000.00	0.00	0.00	6360000.00	6360000.00	0.00	2965102.70	
210	1	3	2403049	5800000.00	0.00	0.00	5800000.00	5800000.00	0.00	1401205.00	
210	1	3	2403050	4300000.00	0.00	0.00	4300000.00	4300000.00	0.00	1794811.31	
343	1	0	2403057	12000000.00	2577433.38	0.00	9422566.62	9422566.62	2577433.38	0.00	
210	1	3	2403058	6650000.00	0.00	0.00	6650000.00	6650000.00	0.00	2755523.54	
334	1	0	2403059	40000000.00	0.00	0.00	40000000.00	40000000.00	0.00	0.00	
947	2	3	2403061							0.00	
341	1	0	2403062	17600000.00	12340872.99	0.00	5259127.01	5259127.01	12340872.99	0.00	
334	1	0	2403063	35000000.00	0.00	0.00	0.00	0.00	0.00	45600231.11	
290	1	0	2403064	48000000.00	32278995.32	0.00	15721004.68	15721004.68	32278995.32	63553592.59	
250	1	0	2403065	27000000.00	0.00	0.00	27000000.00	27000000.00	0.00	0.00	
210	1	3	2403066	8750000.00	0.00	0.00	8750000.00	8750000.00	0.00	1067436.00	
341	1	0	2403067	30000000.00	15366837.99	0.00	14633162.01	14633162.01	15298456.94	0.00	
210	1	3	2403068	5800000.00	0.00	0.00	5800000.00	5800000.00	0.00	349647.55	
210	1	3	2403070	6250000.00	0.00	0.00	6250000.00	6250000.00	0.00	1706769.76	
210	1	3	2403073	5550000.00	0.00	0.00	5550000.00	5550000.00	0.00	1505716.22	
290	1	0	2403075	15000000.00	0.00	0.00	0.00	0.00	0.00	15319015.50	
210	1	3	2403076	4210000.00	0.00	0.00	4210000.00	4210000.00	0.00	2123282.27	
346	1	0	2403077	12000000.00	12000000.00	0.00	0.00	0.00	12000000.00	0.00	
480	1	0	2403078	17000000.00	8483297.79	0.00	8516702.21	8516702.21	8483297.79	17000000.00	
250	1	0	2403081	20000000.00	14191942.40	0.00	5808057.60	5808057.60	14191942.40	0.00	
290	1	0	2403083	34000000.00	29468273.34	0.00	4531726.66	4531726.66	29468273.34	43984303.15	
285	1	3	2403084	1820000000.00	0.00	0.00	0.00	0.00	0.00	0.00	
954	2	3	2403086							0.00	
341	1	0	2403088	34000000.00	0.00	0.00	34000000.00	34000000.00	0.00	0.00	
921	1	3	2403090	125000000.00	0.00	34969537.00	0.00	0.00	0.00	0.00	
210	1	3	2403092	3900000.00	0.00	0.00	3900000.00	3900000.00	0.00	1058546.00	
250	1	0	2403093	40000000.00	28553646.01	0.00	11446353.99	11446353.99	28553646.01	0.00	
947	2	3	2403094							95107256.22	
321	1	0	2403096	5000000.00	3576307.33	0.00	1423692.67	1423692.67	3576307.33	31029527.04	
290	1	0	2403101	16000000.00	11566480.92	0.00	4433519.08	4433519.08	11566480.92	16000000.00	
285	2	3	2403104							0.00	
215	1	0	2403105	40000000.00	30120356.95	0.00	9879643.05	9879643.05	30120356.95	0.00	
210	1	3	2403107	600000000.00	394752182.97	0.00	205247817.03	205247817.03	394752182.97	65443469.41	
341	1	0	2403109	40000000.00	0.00	0.00	0.00	0.00	0.00	62402891.08	
265	1	0	2403110	49000000.00	15000000.00	0.00	34000000.00	34000000.00	15000000.00	49000000.00	
346	1	0	2403111	34000000.00	24881300.44	0.00	9118699.56	9118699.56	24881300.44	0.00	
926	1	0	2403114	18000000.00	16303047.62	0.00	1696952.38	1696952.38	16303047.62	32444053.36	
341	1	0	2403117	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
215	1	0	2403118	13500000.00	2435178.31	0.00	11064821.69	11064821.69	2435178.31	0.00	
334	1	0	2403123	10000000.00	6651997.61	0.00	3348002.39	3348002.39	3582389.26	10000000.00	
371	1	3	2403124	50000000.00	41676799.27	0.00	8323200.73	8323200.73	41010132.60	75024691.20	
371	1	3	2403125	28000000.00	24010132.64	0.00	3989867.36	3989867.36	23676799.31	42018508.80	
210	1	0	2403127	36000000.00	25789585.57	0.00	10210414.43	10210414.43	25789585.57	36000000.00	
905	1	3	2403132	814000000.00	0.00	0.00	814000000.00	814000000.00	0.00	884476426.29	
905	2	3	2403133							827468986.85	
245	1	0	2403135	365000000.00	0.00	0.00	0.00	0.00	0.00	610396033.82	
321	1	0	2403136	75000000.00	0.00	0.00	75000000.00	75000000.00	0.00	128256870.90	
215	1	0	2403137	30000000.00	13007176.44	0.00	16992823.56	16992823.56	7892462.40	0.00	
346	1	0	2403138	10000000.00	4067986.84	0.00	5932013.16	5932013.16	4067986.84	0.00	
250	1	0	2403140	50000000.00	43388710.40	0.00	6611289.60	6611289.60	28826489.05	0.00	
255	1	0	2403142	50000000.00	40545545.56	0.00	9454454.44	9454454.44	15966295.36	0.00	
290	1	0	2403144	6000000.00	0.00	0.00	6000000.00	6000000.00	0.00	6000000.00	
210	1	0	2403145	4900000.00	4209507.89	0.00	690492.11	690492.11	3565109.56	4900000.00	
250	1	0	2403147	5000000.00	4044124.57	0.00	955875.43	955875.43	4044124.57	22751343.78	
255	1	0	2403149	24000000.00	16475293.81	0.00	7524706.19	7524706.19	16475293.81	0.00	
250	1	0	2403150	12000000.00	8619828.85	0.00	3380171.15	3380171.15	8619828.85	0.00	
205	1	0	2403151	7800000.00	7119085.00	0.00	680915.00	680915.00	7119085.00	6419430.60	
953	2	0	2403152							33492060.71	
210	1	0	2403153	16000000.00	0.00	0.00	0.00	0.00	0.00	13401103.23	
290	1	0	2403155	20000000.00	0.00	0.00	0.00	0.00	0.00	20000000.00	
255	1	0	2403156	20000000.00	0.00	0.00	20000000.00	20000000.00	0.00	0.00	
205	1	0	2403158	49950000.00	15027366.06	0.00	34922633.94	34922633.94	0.00	49950000.00	
210	1	0	2403159	26000000.00	3138796.71	0.00	22861203.29	22861203.29	3138796.71	15994309.62	
493	1	0	2403161	30000000.00	23621750.14	0.00	6378249.86	6378249.86	23621750.14	31845522.54	
250	1	0	2403162	20000000.00	11689952.30	0.00	8310047.70	8310047.70	11689952.30	0.00	
290	1	0	2403163	8000000.00	7134772.35	0.00	865227.65	865227.65	7134772.35	0.00	
345	1	0	2403166	35000000.00	0.00	0.00	0.00	0.00	0.00	35000000.00	
660	1	0	2403167	38000000.00	15432826.16	0.00	22567173.84	22567173.84	15432826.16	38000000.00	
345	1	0	2403170	36500000.00	28805739.60	0.00	7694260.40	7694260.40	16972406.60	0.00	
250	1	0	2403171	2000000.00	0.00	0.00	2000000.00	2000000.00	0.00	0.00	
255	1	0	2403175	55000000.00	50320878.65	0.00	4679121.35	4679121.35	9945454.70	0.00	
250	1	0	2403177	23700000.00	0.00	0.00	23700000.00	23700000.00	0.00	0.00	
345	1	0	2403178	10000000.00	9747556.73	0.00	252443.27	252443.27	8247556.73	0.00	
480	1	0	2403180	18100000.00	12024033.45	0.00	6075966.55	6075966.55	12024033.45	1940780.58	
210	1	0	2403181	30000000.00	21580991.63	0.00	8419008.37	8419008.37	18723851.63	31990513.03	
290	1	0	2403183	10000000.00	9164661.07	0.00	835338.93	835338.93	9164661.07	0.00	
290	1	0	2403184	17000000.00	0.00	0.00	0.00	0.00	0.00	16749314.33	
210	1	0	2403185	14500000.00	13875672.31	0.00	624327.69	624327.69	12090856.66	7799129.77	
290	1	0	2403186	15500000.00	14104321.42	0.00	1395678.58	1395678.58	14104321.42	0.00	
290	1	0	2403187	5000000.00	4341222.85	0.00	658777.15	658777.15	4341222.85	0.00	
255	1	0	2403188	6000000.00	5400000.00	0.00	600000.00	600000.00	5400000.00	0.00	
290	1	0	2403191	30000000.00	29766207.09	0.00	233792.91	233792.91	23456527.87	0.00	
250	1	0	2403193	23000000.00	20116384.22	0.00	2883615.78	2883615.78	20116384.22	0.00	
943	2	3	2403194							134909423.61	
943	1	3	2403195	21000000.00	0.00	0.00	0.00	0.00	0.00	42062625.89	
210	1	0	2403197	40200000.00	0.00	0.00	40200000.00	40200000.00	0.00	17112070.55	
255	1	0	2403198	49500000.00	41314035.24	0.00	8185964.76	8185964.76	18234358.24	0.00	
660	1	0	2403199	19000000.00	15337756.07	0.00	3662243.93	3662243.93	13787363.16	0.00	
210	1	0	2403200	50000000.00	41083885.64	0.00	8916114.36	8916114.36	37017219.64	61730993.35	
290	1	0	2403202	13500000.00	11837632.50	0.00	1662367.50	1662367.50	11837632.50	0.00	
250	1	0	2403203	3600000.00	2219545.29	0.00	1380454.71	1380454.71	1591363.84	0.00	
250	1	0	2403204	25000000.00	3394332.70	0.00	21605667.30	21605667.30	3394332.70	0.00	
297	1	0	2403207	53000000.00	40426305.68	0.00	12573694.32	12573694.32	40426305.68	0.00	
230	1	0	2403208	15000000.00	0.00	0.00	0.00	0.00	0.00	25450161.04	
302	1	0	2403209	50000000.00	48029342.08	0.00	1970657.92	1970657.92	48029342.08	0.00	
210	1	0	2403210	64500000.00	17196291.21	0.00	47303708.79	47303708.79	17196291.21	47187335.64	
345	1	0	2403211	15000000.00	11640253.05	0.00	3359746.95	3359746.95	11640253.05	0.00	
295	1	0	2403212	19300000.00	16785432.02	0.00	2514567.98	2514567.98	16785432.02	18386040.00	
250	1	0	2403213	49700000.00	37493669.91	0.00	12206330.09	12206330.09	19187434.08	0.00	
290	1	0	2403214	20000000.00	19990890.93	0.00	9109.07	9109.07	19990890.93	0.00	
245	2	3	2403216							0.00	
943	1	3	2403218	90000000.00	0.00	0.00	90000000.00	90000000.00	0.00	0.00	
660	1	0	2403220	50000000.00	34223945.26	0.00	15776054.74	15776054.74	34223945.26	0.00	
341	1	0	2403221	150000000.00	142876214.08	0.00	7123785.92	7123785.92	103259395.72	155169042.95	
210	1	3	2403222	6698700.00	0.00	0.00	6698700.00	6698700.00	0.00	3242130.38	
210	1	3	2403223	6520000.00	0.00	0.00	6520000.00	6520000.00	0.00	2677882.07	
210	1	3	2403224	6301800.00	0.00	0.00	6301800.00	6301800.00	0.00	1954261.41	
290	1	0	2403230	7300000.00	6933606.22	0.00	366393.78	366393.78	6933606.22	0.00	
329	1	3	2403231	286000000.00	0.00	0.00	0.00	0.00	0.00	294814000.00	
295	1	0	2403233	30000000.00	25239853.93	0.00	4760146.07	4760146.07	22200372.47	0.00	
562	2	3	2403234							0.00	
225	1	0	2403235	18000000.00	9202582.76	0.00	8797417.24	8797417.24	3439065.16	9000000.00	
297	1	0	2403237	30000000.00	22967964.93	0.00	7032035.07	7032035.07	22967964.93	321964868.29	
265	1	0	2403238	49900000.00	36978921.30	0.00	12921078.70	12921078.70	36978921.30	49900000.00	
255	1	0	2403239	35000000.00	30928876.57	0.00	4071123.43	4071123.43	0.00	0.00	
250	1	0	2403242	50000000.00	42669085.43	0.00	7330914.57	7330914.57	0.00	0.00	
210	1	0	2403243	54000000.00	51341169.16	0.00	2658830.84	2658830.84	51341169.16	177336959.02	
265	1	3	2403245	34360000.00	0.00	0.00	0.00	0.00	3769588.20	25770000.00	
342	1	0	2403247	50000000.00	13620208.90	0.00	36379791.10	36379791.10	13620208.90	0.00	
210	1	0	2403249	32000000.00	32000000.00	0.00	0.00	0.00	32000000.00	10406788.12	
302	1	0	2403255	180000000.00	107580171.23	0.00	72419828.77	72419828.77	107580171.23	0.00	
290	1	0	2403256	34000000.00	29955724.65	0.00	4044275.35	4044275.35	29955724.65	0.00	
290	1	0	2403257	40000000.00	0.00	0.00	0.00	0.00	0.00	40000000.00	
345	1	0	2403258	11000000.00	5997790.42	0.00	5002209.58	5002209.58	5997790.42	0.00	
483	1	3	2403263	250000000.00	121666666.61	0.00	128333333.39	128333333.39	121666666.61	0.00	
215	1	0	2403264	15000000.00	12897853.07	0.00	2102146.93	2102146.93	12897853.07	13988326.49	
215	1	0	2403265	12000000.00	8600422.31	0.00	3399577.69	3399577.69	8600422.31	7014006.35	
290	1	0	2403266	100000000.00	0.00	0.00	100000000.00	100000000.00	0.00	260615493.93	
345	1	0	2403267	13000000.00	4200000.00	0.00	8800000.00	8800000.00	4200000.00	0.00	
210	1	3	2403269	8715600.00	0.00	0.00	8715600.00	8715600.00	0.00	5263954.61	
255	1	0	2403272	15000000.00	1518966.06	0.00	13481033.94	13481033.94	1518966.06	0.00	
927	1	0	2403273	16000000.00	0.00	0.00	0.00	0.00	0.00	33645038.70	
405	2	3	2403278							0.00	
210	1	3	2403280	49950000.00	49950000.00	0.00	0.00	0.00	49950000.00	78812481.60	
250	1	0	2403283	50000000.00	42380055.75	0.00	7619944.25	7619944.25	14410815.41	62953533.60	
210	1	0	2403284	15000000.00	13201113.52	0.00	1798886.48	1798886.48	13201113.52	31903136.85	
285	1	0	2403285	48900000.00	43162913.41	0.00	5737086.59	5737086.59	43162913.41	0.00	
346	1	0	2403286	14700000.00	0.00	0.00	14700000.00	14700000.00	0.00	15810884.86	
250	1	0	2403287	6000000.00	0.00	0.00	6000000.00	6000000.00	0.00	0.00	
230	1	0	2403289	50000000.00	45387390.80	0.00	4612609.20	4612609.20	39103572.10	119930340.15	
210	1	3	2403290	5305500.00	0.00	0.00	0.00	0.00	0.00	2364339.23	
334	1	0	2403291	49950000.00	0.00	0.00	0.00	0.00	0.00	76726387.20	
290	1	0	2403292	35000000.00	33889064.64	0.00	1110935.36	1110935.36	33889064.64	0.00	
210	1	3	2403295	5824000.00	0.00	0.00	5824000.00	5824000.00	0.00	3944871.54	
210	1	3	2403296	5477000.00	0.00	0.00	5477000.00	5477000.00	0.00	2755564.51	
332	1	0	2403297	98000000.00	78754170.67	0.00	19245829.33	19245829.33	78754170.67	89508381.54	
290	1	0	2403302	50000000.00	48996934.54	0.00	1003065.46	1003065.46	48996934.54	0.00	
210	2	3	2403303							0.00	
250	1	0	2403304	35000000.00	10586352.91	0.00	24413647.09	24413647.09	10586352.91	0.00	
210	1	0	2403305	20000000.00	14828679.34	0.00	5171320.66	5171320.66	14828679.34	31174323.68	
275	1	0	2403306	21975000.00	18493633.95	0.00	3481366.05	3481366.05	18493633.95	19548383.20	
250	1	0	2403308	10000000.00	3512676.45	0.00	6487323.55	6487323.55	3424309.95	15380736.00	
541	1	0	2403309	32400000.00	24964261.52	0.00	7435738.48	7435738.48	21804581.82	41939556.38	
297	1	0	2403310	30647242.00	22385187.75	0.00	8262054.25	8262054.25	22178065.35	29918760.48	
297	1	0	2403313	44000000.00	33103855.85	0.00	10896144.15	10896144.15	33103855.85	0.00	
405	1	3	2403315	3000000000.00	2898888888.88	0.00	101111111.12	101111111.12	2785000000.01	1628319627.00	
210	1	0	2403316	15000000.00	7599823.47	0.00	7400176.53	7400176.53	5599823.47	102887041.52	
326	1	0	2403328	24000000.00	21450693.15	0.00	2549306.85	2549306.85	7688362.68	24960433.02	
290	1	0	2403332	29000000.00	22105448.42	0.00	6894551.58	6894551.58	12883772.79	0.00	
290	1	0	2403333	17700000.00	15192018.66	0.00	2507981.34	2507981.34	13389046.51	18833359.40	
265	1	0	2403334	110000000.00	82590455.20	0.00	27409544.80	27409544.80	82590455.20	124067681.93	
250	1	0	2403335	15000000.00	8013486.25	0.00	6986513.75	6986513.75	8013486.25	0.00	
255	1	0	2403336	18000000.00	8385620.63	0.00	9614379.37	9614379.37	8385620.63	0.00	
205	1	0	2403337	27990000.00	26536504.88	0.00	1453495.12	1453495.12	26536504.88	0.00	
953	1	0	2403339	13000000.00	12012998.32	0.00	987001.68	987001.68	12012998.32	1552349.76	
295	1	0	2403341	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
931	1	0	2403343	150000000.00	112907140.26	0.00	37092859.74	37092859.74	112907140.26	127864371.12	
290	1	0	2403344	57500000.00	54026720.90	0.00	3473279.10	3473279.10	54026720.90	0.00	
210	1	0	2403345	30000000.00	23648527.23	0.00	6351472.77	6351472.77	23648527.23	37500288.60	
205	1	0	2403346	12500000.00	3364665.61	0.00	9135334.39	9135334.39	3364665.61	15846992.00	
405	2	3	2403347							0.00	
255	1	0	2403348	10000000.00	9492316.25	0.00	507683.75	507683.75	7321473.55	6888348.41	
255	1	0	2403350	15000000.00	0.00	0.00	15000000.00	15000000.00	0.00	0.00	
342	1	0	2403351	60000000.00	53509439.46	0.00	6490560.54	6490560.54	42025165.31	0.00	
342	1	0	2403352	61000000.00	54720480.95	0.00	6279519.05	6279519.05	41858830.00	0.00	
342	1	0	2403356	15000000.00	3847589.14	0.00	11152410.86	11152410.86	3847589.14	0.00	
346	1	0	2403358	10000000.00	3333333.34	0.00	6666666.66	6666666.66	3333333.34	39143574.71	
290	1	0	2403359	20000000.00	18572485.59	0.00	1427514.41	1427514.41	18572485.59	0.00	
558	1	3	2403360	120000000.00	35249999.91	0.00	84750000.09	84750000.09	31666666.57	120250083.00	
230	1	0	2403362	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	0.00	
290	1	0	2403363	19000000.00	17180178.61	0.00	1819821.39	1819821.39	17180178.61	107260556.80	
215	1	0	2403368	50000000.00	23899699.93	0.00	26100300.07	26100300.07	18721160.28	51827002.00	
405	1	3	2403370	1700000000.00	1512370902.58	0.00	187629097.42	187629097.42	1512370902.58	0.00	
290	1	0	2403372	15000000.00	12374180.21	0.00	2625819.79	2625819.79	12374180.21	0.00	
250	1	0	2403374	64000000.00	55394721.90	0.00	8605278.10	8605278.10	54723244.25	0.00	
290	1	0	2403375	30000000.00	28867033.33	0.00	1132966.67	1132966.67	28867033.33	0.00	
210	1	3	2403376	5337900.00	0.00	0.00	5337900.00	5337900.00	0.00	1812675.44	
255	1	0	2403377	64000000.00	31257548.80	0.00	32742451.20	32742451.20	31257548.80	0.00	
405	1	3	2403379	1500000000.00	780555555.51	0.00	719444444.49	719444444.49	780555555.51	34597222.22	
334	1	0	2403380	40000000.00	31180308.96	0.00	8819691.04	8819691.04	31180308.96	0.00	
342	1	0	2403381	29000000.00	17758802.89	0.00	11241197.11	11241197.11	17758802.89	0.00	
210	1	3	2403382	5078700.00	0.00	0.00	5078700.00	5078700.00	0.00	5992653.07	
205	2	3	2403383							0.00	
215	1	0	2403384	50000000.00	44739187.98	0.00	5260812.02	5260812.02	36602505.38	53008200.00	
290	1	0	2403385	120000000.00	112538950.85	0.00	7461049.15	7461049.15	99447297.35	128869855.21	
346	1	0	2403386	6000000.00	5055696.81	0.00	944303.19	944303.19	1347928.44	61499886.00	
215	1	0	2403387	55000000.00	49122108.86	38100.45	5839790.69	5877891.14	49122108.86	239535081.54	
924	1	0	2403388	35000000.00	0.00	0.00	0.00	0.00	0.00	50669021.40	
210	1	3	2403389	5475600.00	0.00	0.00	5475600.00	5475600.00	0.00	1269991.13	
935	1	0	2403391	15000000.00	800000.00	0.00	14200000.00	14200000.00	800000.00	21014209.97	
210	1	3	2403394	5132808.00	0.00	0.00	5132808.00	5132808.00	0.00	4133707.63	
205	1	3	2403395	50000000.00	0.00	0.00	0.00	0.00	0.00	58307477.88	
960	1	0	2403396	38000000.00	36906658.87	0.00	1093341.13	1093341.13	36906658.87	38402684.00	
210	1	0	2403397	16000000.00	12251671.13	0.00	3748328.87	3748328.87	12251671.13	16290229.46	
332	1	0	2403398	40000000.00	35473337.06	0.00	4526662.94	4526662.94	21820285.45	129476617.35	
935	1	0	2403401	25000000.00	19176287.19	0.00	5823712.81	5823712.81	19176287.19	49625472.00	
943	1	0	2403405	15000000.00	9348283.12	0.00	5651716.88	5651716.88	9348283.12	133856036.64	
946	1	3	2403406	10000000.00	2993616.93	0.00	7006383.07	7006383.07	2993616.93	0.00	
275	1	0	2403409	47000000.00	47000000.00	0.00	0.00	0.00	36775554.36	46868063.20	
968	1	0	2403411	46200000.00	40283110.27	0.00	5916889.73	5916889.73	40283110.27	31665263.31	
345	1	0	2403412	30000000.00	20159928.83	0.00	9840071.17	9840071.17	20159928.83	37519196.00	
347	1	0	2403413	44000000.00	28469037.05	0.00	15530962.95	15530962.95	28469037.05	17706870.00	
275	1	3	2403414	6500000.00	0.00	0.00	0.00	0.00	0.00	18794249.29	
322	1	0	2403415	60000000.00	0.00	0.00	60000000.00	60000000.00	0.00	78864624.00	
265	1	0	2403416	25000000.00	17547176.78	0.00	7452823.22	7452823.22	17547176.78	0.00	
290	1	0	2403417	28500000.00	25904463.26	0.00	2595536.74	2595536.74	25904463.26	0.00	
927	1	0	2403419	25061000.00	23526302.20	0.00	1534697.80	1534697.80	23526302.20	11578812.64	
341	1	0	2403420	21500000.00	17296114.74	0.00	4203885.26	4203885.26	13732505.76	0.00	
341	1	0	2403421	27500000.00	18764714.15	0.00	8735285.85	8735285.85	18764714.15	0.00	
290	1	0	2403422	47000000.00	0.00	0.00	0.00	0.00	0.00	47732245.66	
210	1	0	2403423	10000000.00	9017016.87	0.00	982983.13	982983.13	9017016.87	111365185.60	
342	2	3	2403425							0.00	
240	1	0	2403426	30000000.00	829193.33	0.00	29170806.67	29170806.67	829193.33	21187549.77	
265	1	0	2403428	15600000.00	14772977.87	0.00	827022.13	827022.13	14772977.87	0.00	
265	1	0	2403430	6000000.00	5608506.94	0.00	391493.06	391493.06	5608506.94	0.00	
215	1	0	2403432	8400000.00	7619256.90	0.00	780743.10	780743.10	7619256.90	8494235.68	
295	1	0	2403433	10000000.00	3965069.53	0.00	6034930.47	6034930.47	1513191.15	16163386.14	
211	1	3	2403434	35000000.00	0.00	0.00	0.00	0.00	0.00	30628033.75	
326	1	0	2403435	150000000.00	102375047.44	0.00	47624952.56	47624952.56	77583032.09	492464569.76	
210	1	0	2403436	77000000.00	36779977.98	247000.00	39973022.02	40220022.02	36779977.98	26562337.88	
953	1	0	2403437	27500000.00	25510216.10	0.00	1989783.90	1989783.90	25510216.10	10502013.14	
334	1	0	2403438	15000000.00	11000000.00	0.00	4000000.00	4000000.00	7700000.00	0.00	
290	1	0	2403439	12000000.00	10698766.23	0.00	1301233.77	1301233.77	10698766.23	8631276.62	
377	1	0	2403441	125000000.00	123516162.88	0.00	1483837.12	1483837.12	123516162.88	79050740.96	
215	1	0	2403442	55000000.00	0.00	0.00	55000000.00	55000000.00	0.00	90792441.60	
250	1	0	2403444	56000000.00	8330167.33	0.00	47669832.67	47669832.67	8330167.33	0.00	
297	2	3	2403448							0.00	
245	1	0	2403449	5000000.00	2320114.55	0.00	2679885.45	2679885.45	2320114.55	0.00	
285	1	0	2403450	170000000.00	141500000.00	0.00	28500000.00	28500000.00	119992158.87	349288248.50	
342	1	0	2403451	7500000.00	1178023.97	0.00	6321976.03	6321976.03	1178023.97	0.00	
290	1	0	2403452	13000000.00	11808060.31	0.00	1191939.69	1191939.69	11808060.31	13370972.74	
255	1	0	2403454	33000000.00	32041898.94	0.00	958101.06	958101.06	32041898.94	14299215.03	
346	1	0	2403455	35000000.00	32572008.62	0.00	2427991.38	2427991.38	32572008.62	106734171.20	
265	1	0	2403456	40000000.00	31952736.22	0.00	8047263.78	8047263.78	31952736.22	40000000.00	
265	1	0	2403459	26000000.00	20289171.32	0.00	5710828.68	5710828.68	20289171.32	0.00	
953	1	0	2403460	25000000.00	21120827.60	0.00	3879172.40	3879172.40	21120827.60	4799816.52	
599	2	0	2403462							638860134.11	
290	1	0	2403463	10000000.00	0.00	0.00	10000000.00	10000000.00	0.00	10002088.00	
255	1	0	2403465	20000000.00	16222200.41	0.00	3777799.59	3777799.59	7804794.66	0.00	
346	1	0	2403466	35000000.00	26971135.43	0.00	8028864.57	8028864.57	26903497.12	49617368.00	
377	1	3	2403467	7000000.00	0.00	0.00	0.00	0.00	0.00	2366370.05	
131	1	3	2403468	4500000.00	0.00	0.00	0.00	0.00	0.00	0.00	
215	1	0	2403469	25000000.00	11034535.37	0.00	13965464.63	13965464.63	11034535.37	0.00	
265	1	0	2403470	8800000.00	0.00	0.00	8800000.00	8800000.00	0.00	0.00	
321	1	0	2403472	28220000.00	19754000.00	0.00	8466000.00	8466000.00	19754000.00	32326078.65	
245	1	0	2403475	15000000.00	0.00	0.00	0.00	0.00	0.00	65040356.70	
332	1	0	2403477	30000000.00	22340817.24	0.00	7659182.76	7659182.76	18992781.78	10676220.86	
332	1	0	2403478	54400000.00	21203529.10	0.00	33196470.90	33196470.90	21203529.10	28636088.67	
332	1	0	2403479	23250000.00	17067065.62	0.00	6182934.38	6182934.38	17067065.62	5486945.14	
660	1	0	2403481	60000000.00	48424242.40	0.00	11575757.60	11575757.60	48424242.40	0.00	
321	1	0	2403482	10000000.00	7807166.73	0.00	2192833.27	2192833.27	7807166.73	5636276.48	
342	1	0	2403484	80000000.00	79712000.00	0.00	288000.00	288000.00	23712000.00	95883744.00	
660	1	0	2403485	80000000.00	76610932.31	0.00	3389067.69	3389067.69	0.00	0.00	
215	1	0	2403487	26000000.00	20601421.09	0.00	5398578.91	5398578.91	20601421.09	0.00	
